cislo_programu;kod_ms;zdielana_ms;nazov_ms;sposob_urcenia;uroven_ms_dospeli;uroven_ms_deti_0;uroven_ms_deti_1;uroven_ms_deti_7;uroven_ms_deti_16;povinnost_ms_V;povinnost_ms_IV;povinnost_ms_III;povinnost_ms_II;povinnost_ms_I;casova_dostupnost;minimum_na_nemocnicu;minimum_na_lekara
33;S28-62;True;Enterokolitída zapríčinená Clostridium difficile;D;2;;;;;P;P;P;P;;;;
33;S28-61;True;Echinokokóza;D;2;;;;;P;P;P;P;;;;
33;S27-26;True;Zápal pľúc;D;2;;;;;P;P;P;P;;;;
33;S27-20;True;Iné infekcie a zápaly dýchacích orgánov;D;2;;;;;P;P;P;P;;;;
33;S27-18;True;Bronchitída a iné akútne infekcie DDC;D;2;;;;;P;P;P;P;;;;
33;S26-04;True;Iné ochorenia obehového systému;D;2;;;;;P;P;P;P;;;;
33;S25-21;True;Infekcia/zápal kože a podkožia;D;2;;;;;P;P;P;N;;;500*3;
33;S09-26;True;Iné ochorenia mužských pohlavných orgánov a sterilizácia u mužov;D;2;;;;;P;P;P;P;;;;
33;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
34;S34-05;False;Iné ochorenia kože, podkožia a slizníc II;D;3;;;;;P;P;P;;;;500*3;
34;S34-03;False;Kožný vred;D;3;;;;;P;P;P;;;;500*3;
34;S34-01;False;Závažné ochorenia kože;D;3;;;;;P;P;P;;;;500*3;
34;S06-06;True;Ochorenia zubov a dutiny ústnej;D;3;;;;;P;P;P;;;;70;10
34;S34-04;False;Iné ochorenia kože, podkožia a slizníc;D;2;;;;;P;P;P;P;;;500*3;
34;S40-12;True;Nádory kože;D;2;;;;;P;P;P;P;;;;
34;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
34;S25-21;True;Infekcia/zápal kože a podkožia;D;2;;;;;P;P;P;N;;;500*3;
34;S10-24;True;Ochorenia prsníka (benígne);D;2;;;;;P;P;N;N;;;;
34;S10-23;True;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov;D;2;;;;;P;P;P;P;;;;
34;S10-22;True;Infekcia a zápal ženských pohlavných orgánov;D;2;;;;;P;P;P;P;;;;
34;S09-26;True;Iné ochorenia mužských pohlavných orgánov a sterilizácia u mužov;D;2;;;;;P;P;P;P;;;;
34;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
35;S35-03;False;Kombinovaný imunodeficit a závažné ochorenia imunitného systému;D;4;;;;;P;P;;;;;;
35;S35-02;False;Vysoko komplexné ochorenia imunitného systému;D;4;;;;;P;P;;;;;;
35;S35-01;False;Vysoko komplexné ochorenia imunitného systému – transplantácia kmeňových buniek;VD;4;;;;;N;N;;;;;;
35;S35-05;False;Desenzibilizácia na alergény;D;3;;;;;P;P;P;;;;;
35;S35-04;False;Závažná protilátková porucha imunity;D;3;;;;;P;P;N;;;;;
35;S34-05;True;Iné ochorenia kože, podkožia a slizníc II;D;3;;;;;P;P;P;;;;500*3;
35;S34-01;True;Závažné ochorenia kože;D;3;;;;;P;P;P;;;;500*3;
35;S06-06;True;Ochorenia zubov a dutiny ústnej;D;3;;;;;P;P;P;;;;70;10
35;S06-05;True;Ochorenia zubov a dutiny ústnej II.;D;3;;;;;P;P;P;;;;70;10
35;S05-29;True;Zápal stredného ucha alebo infekcia horných dýchacích ciest;D;3;;;;;P;P;P;;;;;
35;S04-27;True;Zápalové a infekčné ochorenia oka a očných adnexov;D;3;;;;;P;P;P;;;;;
35;S35-08;False;Anafylaktický šok na potraviny;D;2;;;;;P;P;P;P;;;;
35;S35-07;False;Kontakt so sršnami, osami a včelami a iné komplikácie;D;2;;;;;P;P;P;P;;;;
35;S35-06;False;Ochorenia imunitného systému;D;2;;;;;P;P;P;P;;;;
35;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
35;S34-04;True;Iné ochorenia kože, podkožia a slizníc;D;2;;;;;P;P;P;P;;;500*3;
35;S33-11;True;Horúčka neznámeho pôvodu;D;2;;;;;P;P;P;P;;;;
35;S28-49;True;Iné neinfekčné gastroenteritídy a kolitídy;D;2;;;;;P;P;P;P;;;;
35;S28-42;True;Iné ochorenia GIT II.;D;2;;;;;P;P;P;P;;;;
35;S27-17;True;Astma bronchiale;D;2;;;;;P;P;P;P;;;;
35;S25-16;True;Opuch;D;2;;;;;P;P;P;P;;;;
35;S10-22;True;Infekcia a zápal ženských pohlavných orgánov;D;2;;;;;P;P;P;P;;;;
35;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
36;S36-07;False;Diferenciálna diagnostika, liečba a komplexný manažment ochorení z fyzikálnych, chemických, biologických a iných faktorov pracovného prostredia v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S36-06;False;Diferenciálna diagnostika, liečba a komplexný manažment intoxikácií v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S36-05;False;Diferenciálna diagnostika, liečba a komplexný manažment ochorení svalovej a kostrovej sústavy a spojivového tkaniva v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S36-04;False;Diferenciálna diagnostika a liečba ochorení kože a podkožného tkaniva v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S36-03;False;Diferenciálna diagnostika, liečba a komplexný manažment pneumologických ochorení v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S36-02;False;Diferenciálna diagnostika a komplexný manažment infekčných a parazitárnych ochorení v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S36-01;False;Diferenciálna diagnostika a komplexný manažment nádorových ochorení v pracovnom lekárstve;VD;4;;;;;P;P;;;;60;;
36;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
36;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
37;S37-01;False;EEG monitoring;V;3;;;;;P;P;N;;;90;;10
37;S39-03;True;Polysomnografia a ďalšie diagnostické a terapeutické metódy v spánkovej medicíne;V;3;;;;;P;N;N;;;;;
37;S39-02;True;Syndróm spánkového apnoe;D;3;;;;;P;P;P;;;;;
37;S39-01;True;Poruchy spánku;D;3;;;;;P;P;P;;;;;
37;S33-06;True;Závažné infekcie nervového systému;D;3;;;;;P;P;P;;;;;
37;S25-02;True;Amyloidóza;D;3;;;;;P;P;P;;;;;
37;S09-15;True;Neurologické disfunkcie močových ciest;D;3;;;;;P;P;P;;;;;
37;S05-30;True;Poruchy rovnováhy, strata sluchu alebo tinnitus;D;3;;;;;P;P;P;;;;;
37;S04-29;True;Iné ochorenia oka a očných adnexov;D;3;;;;;P;P;P;;;;;
37;S04-20;True;Iné ochorenia oka a očných adnexov vyžadujúce komplexný prístup;D;3;;;;;P;P;P;;;;;
37;S04-19;True;Zápalové ochorenia očného nervu a paralytické škúlenie;D;3;;;;;P;P;P;;;;;
37;S37-20;False;Vertigo;D;2;;;;;P;P;P;P;;;;
37;S37-19;False;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
37;S37-18;False;Komplexná neurologická liečba akútnej CMP;V;2;;;;;P;P;P;P;;;;
37;S37-17;False;Následky NCMP;D;2;;;;;P;P;P;P;;;;
37;S37-16;False;Iná cievna choroba mozgu;D;2;;;;;P;P;P;P;;;;
37;S37-15;False;Prechodný ischemický záchvat a extrakraniálne cievne uzávery;D;2;;;;;P;P;P;P;;;60;
37;S37-14;False;Náhla cievna mozgová príhoda;D;2;;;;;P;P;P;P;;;60;
37;S37-13;False;Dorzopatia a poruchy nervových koreňov;D;2;;;;;P;P;P;P;;;;
37;S37-12;False;Deformujúca dorzopatia a iné spondylopatie;D;2;;;;;P;P;P;P;;;;
37;S37-11;False;Iné ochorenia NS;D;2;;;;;P;P;P;P;;;;
37;S37-10;False;Ochorenia mozgových a periférnych nervov;D;2;;;;;P;P;P;P;;;;
37;S37-09;False;Bolesti hlavy;D;2;;;;;P;P;P;P;;;;
37;S37-08;False;Demencia a iné chronické poruchy mozgovej funkcie;D;2;;;;;P;P;P;P;;;;
37;S37-07;False;Paralytické syndrómy;D;2;;;;;P;P;P;P;;;;
37;S37-06;False;Degeneratívne ochorenia nervového systému;D;2;;;;;P;P;P;P;;;;
37;S37-05;False;Epilepsia a iné záchvaty;D;2;;;;;P;P;P;P;;;;
37;S37-04;False;Febrilné kŕče;D;2;;;;;P;P;P;P;;;;
37;S37-03;False;Stupor a kóma netraumatického pôvodu;D;2;;;;;P;P;P;N;;;;
37;S37-02;False;Demyelinizačné ochorenia CNS a ataxie;D;2;;;;;P;P;P;P;;;;
37;S40-19;True;Nádory nervového systému;D;2;;;;;P;P;P;P;;;;
37;S38-03;True;Psychické poruchy zapríčinené užívaním alkoholu;D;2;;;;;P;P;P;P;;;;
37;S33-14;True;Infekcie nervového systému;D;2;;;;;P;P;P;P;;;;
37;S31-08;True;Ochorenia spojivového tkaniva;D;2;;;;;P;P;P;N;;;;
37;S29-12;True;Vysoko komplexné endokrinopatie;D;2;;;;;P;P;P;P;;;;
37;S29-08;True;Diabetes mellitus;D;2;;;;;P;P;P;P;;;;
37;S25-14;True;Rôzne poruchy metabolizmu;D;2;;;;;P;P;P;P;;;;
37;S25-10;True;Ochorenia retikuloendoteliálneho systému, imunitného systému a poruchy zrážania krvi;D;2;;;;;P;P;P;P;;;;
37;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
38;S38-02;False;Sexuálne poruchy;D;4;;;;;P;P;;;;;;
38;S38-01;False;Poruchy autistického spektra;D;4;;;;;P;P;;;;;;
38;S39-01;True;Poruchy spánku;D;3;;;;;P;P;P;;;;;
38;S38-13;False;Iné psychické poruchy;D;2;;;;;P;P;P;P;;;;
38;S38-12;False;Mentálne retardácie;D;2;;;;;P;P;P;P;;;;
38;S38-11;False;Poruchy osobnosti;D;2;;;;;P;P;P;P;;;;
38;S38-10;False;Poruchy príjmu potravy;D;2;;;;;P;P;P;P;;;;
38;S38-09;False;Anxiózne poruchy;D;2;;;;;P;P;P;P;;;;
38;S38-08;False;Bipolárna a iné afektívne poruchy;D;2;;;;;P;P;P;P;;;;
38;S38-07;False;Depresia;D;2;;;;;P;P;P;P;;;;
38;S38-06;False;Psychózy schizofrénneho spektra;D;2;;;;;P;P;P;P;;;;
38;S38-05;False;Organické psychické poruchy;D;2;;;;;P;P;P;P;;;;
38;S38-04;False;Psychické poruchy zapríčinené závislosťou mimo alkoholu;D;2;;;;;P;P;P;P;;;;
38;S38-03;False;Psychické poruchy zapríčinené užívaním alkoholu;D;2;;;;;P;P;P;P;;;;
38;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
38;S37-08;True;Demencia a iné chronické poruchy mozgovej funkcie;D;2;;;;;P;P;P;P;;;;
38;S37-05;True;Epilepsia a iné záchvaty;D;2;;;;;P;P;P;P;;;;
38;S25-13;True;Akútna intoxikácia alkoholom alebo drogami;D;2;;;;;P;P;P;P;;;;
38;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
39;S39-03;False;Polysomnografia a ďalšie diagnostické a terapeutické metódy v spánkovej medicíne;V;3;;;;;P;N;N;;;;;
39;S39-02;False;Syndróm spánkového apnoe;D;3;;;;;P;P;P;;;;;
39;S39-01;False;Poruchy spánku;D;3;;;;;P;P;P;;;;;
39;S37-11;True;Iné ochorenia NS;D;2;;;;;P;P;P;P;;;;
40;S40-02;False;Hypertermická chemoterapia;V;5;;;;;N;;;;;;;
40;S40-01;False;Zhubný nádor placenty;D;5;;;;;P;;;;;;;
40;S40-03;False;Kuratívna liečba očných malignít;D;4;;;;;P;P;;;;;;
40;S32-16;True;Vysoko komplexné hematologické ochorenia;D;4;;;;;P;P;;;;;;
40;S32-12;True;Agresívne lymfómy (NHL), Hodgkinov lymfóm a iné vybrané lymfómy;D;4;;;;;P;P;;;;;30;
40;S32-11;True;Akútna leukémia intenzívna liečba;VD;4;;;;;P;P;;;;;20;
40;S40-04;False;Komplexné zhubné nádory z germinatívnych buniek  ;D;3;;;;;P;P;P;;;;;
40;S32-28;True;Centrálne žilové vstupy - PICC a Port;V;3;;;;;P;P;N;;;;;
40;S32-25;True;Myeloproliferatívne neoplázie (Ph negatívne MPN, CML, MDS/MPN);D;3;;;;;P;P;P;;;;;
40;S32-24;True;Mnohopočetný myelóm (MM), Waldenströmova makroglobulinémia (WM);D;3;;;;;P;P;P;;;;;
40;S32-23;True;Indolentné lymfómy (NHL) a bližšie neurčené;D;3;;;;;P;P;P;;;;;
40;S32-22;True;Akútne leukémie - podporná liečba;D;3;;;;;P;P;P;;;;;
40;S40-21;False;Chemoterapia;V;2;;;;;P;P;P;P;;;;
40;S40-20;False;Zhubný nádor endokrinného systému;D;2;;;;;P;P;P;P;;;;
40;S40-19;False;Nádory nervového systému;D;2;;;;;P;P;P;P;;;;
40;S40-18;False;Zhubné nádory močových orgánov;D;2;;;;;P;P;P;P;;;;
40;S40-17;False;Zhubné nádory mužských pohlavných orgánov;D;2;;;;;P;P;P;P;;;;
40;S40-16;False;Zhubný nádor ženských pohlavných orgánov;D;2;;;;;P;P;P;P;;;;
40;S40-15;False;Zhubné nádory prsníka;D;2;;;;;P;P;P;P;;;;
40;S40-14;False;Iný zhubný nádor spojivového tkaniva;D;2;;;;;P;P;P;P;;;;
40;S40-13;False;Zhubné nádory oka;D;2;;;;;P;P;P;P;;;;
40;S40-12;False;Nádory kože;D;2;;;;;P;P;P;P;;;;
40;S40-11;False;Zhubný nádor spojivového tkaniva;D;2;;;;;P;P;P;P;;;;
40;S40-10;False;Zhubný nádor štítnej žľazy;D;2;;;;;P;P;P;P;;;;
40;S40-09;False;Hematologické a solídné nádory;D;2;;;;;P;P;P;P;;;;
40;S40-08;False;Lymfóm a neakútna leukémia;D;2;;;;;P;P;P;P;;;;
40;S40-07;False;Zhubný nádor hepatobiliárneho systému a pankreasu;D;2;;;;;P;P;P;P;;;;
40;S40-06;False;Zhubný nádor GIT;D;2;;;;;P;P;P;P;;;;
40;S40-05;False;Zhubné nádory ucha, nosa, úst a krku;D;2;;;;;P;P;P;P;;;;
40;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
40;S33-08;True;Sepsa;D;2;;;;;P;P;P;P;;;;
40;S32-36;True;Podporná liečba pri hematologickom a hematoonkologickom ochorení (febrilná neutropénia, paliatívna chemoterapia a iné);D;2;;;;;P;P;P;P;;;;
40;S32-35;True;Trombocytopénie a trombocytopatie;D;2;;;;;N;N;P;P;;;;
40;S32-34;True;Myelodysplastické syndrómy;D;2;;;;;N;P;P;P;;;;
40;S27-27;True;Zhubné nádory dýchacích orgánov;D;2;;;;;P;P;P;P;;;;
40;S25-19;True;Dehydratácia, hypokaliémia, iná porucha rovnováhy elektrolytov;D;2;;;;;P;P;P;P;;;;
40;S25-14;True;Rôzne poruchy metabolizmu;D;2;;;;;P;P;P;P;;;;
40;S25-06;True;Anémia a iné hematologické ochorenia;D;2;;;;;P;P;P;P;;;;
40;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
41;S41-01;False;Rádioterapia - špeciálne techniky (aspoň jedna technika);V;4;;;;;P;P;;;;;;
41;S41-02;False;Rádioterapia;V;3;;;;;P;P;P;;;;;
42;S42-02;False;Rádionuklidová liečba;V;;4;4;4;4;P;N;;;;30;;
42;S42-01;False;Rádionuklidová liečba;V;4;;;;;P;N;;;;60;50;50
43;S43-01;False;Komplexná paliatívna špecializovaná ústavná starostlivosť;V;3;;;;;P;P;P;;;;;
43;S43-02;False;Špecializovaná konziliárna paliatívna starostlivosť;V;2;;;;;N;N;N;P;;;;
43;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
43;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
44;S44-16;False;Revízie a špeciálne operácie žlčových ciest - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-15;False;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách - onko;VD;4;;;;;N;N;;;;;30;10
44;S44-14;False;Resekcia ezofágu - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-13;False;Radikálna retroperitoneálna lymfadenektómia - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-12;False;Radikálna cystektómia - onko;VD;4;;;;;N;N;;;;;20;10
44;S44-11;False;Ostatné špecializované operačné výkony na pažeráku - onko;VD;4;;;;;P;P;;;;;10;5
44;S44-10;False;Ostatné operačné výkony na ezofágu - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-09;False;Operačné výkony v retroperitoneu - onko;VD;4;;;;;P;P;;;;;10;5
44;S44-07;False;Operačné výkony na cievach - vény a iné - onko;VD;4;;;;;P;P;;;;;20;15
44;S44-06;False;Operačné výkony na cievach - aortoiliacká oblasť - onko;VD;4;;;;;P;P;;;;;10;5
44;S44-05;False;Komplexné výkony v retroperitoneu - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-04;False;Komplexné výkony na močovode - onko;VD;4;;;;;P;P;;;;;10;5
44;S44-02;False;Iné vysoko komplexné výkony na pankrease - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-01;False;Iné výkony na cievach - onko;VD;4;;;;;P;P;;;;;20;10
44;S44-67;False;Zložité operačné výkony na prištítnych telieskach - onko;VD;3;;;;;N;N;N;;;;20;10
44;S44-66;False;Základné operačné výkony na žalúdku - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-65;False;Vysoko komplexné výkony na čreve - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-64;False;Vysoko komplexné rekonštrukcie anurekta - onko;VD;3;;;;;N;N;N;;;;30;10
44;S44-63;False;Vysoko komplexná rozšírená resekcia čreva - onko;VD;3;;;;;P;P;N;;;;30;10
44;S44-62;False;Výkony na vaječníkoch a vajíčkovodoch - komplexné - onko;VD;3;;;;;P;P;P;;;;10;5
44;S44-61;False;Výkony na krčku uteru - komplexné - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-60;False;Resekčné operácie na rekte pri zhubnom nádore - onko;VD;3;;;;;P;P;N;;;;20;10
44;S44-59;False;Resekcie pečene - onko;VD;3;;;;;P;P;N;;;;10;10
44;S44-58;False;Resekcie pankreasu - onko;VD;3;;;;;P;P;N;;;;30;15
44;S44-57;False;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;VD;3;;;;;N;N;P;;;;30;15
44;S44-56;False;Resekcie a komplexné výkony na žalúdku - onko;VD;3;;;;;P;P;P;;;;20;15
44;S44-55;False;Resekcia peritonea - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-50;False;Ostatné operačné výkony na pečeni - onko;VD;3;;;;;P;P;P;;;;10;
44;S44-49;False;Ostatné komplexné výkony na obličke - onko;VD;3;;;;;P;P;P;;;;20;15
44;S44-47;False;Operačné výkony na prištítnych telieskach - onko;VD;3;;;;;N;N;P;;;;10;5
44;S44-46;False;Operačné výkony na mediastine - onko;VD;3;;;;;N;N;P;;;;20;10
44;S44-44;False;Operačné výkony na hrudnej stene, pleure a bránici - onko;VD;3;;;;;N;N;P;;;;20;10
44;S44-41;False;Onkologické výkony - uterus - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-40;False;Onkologické výkony - ováriá - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-39;False;Onkologické výkony - lymfatické uzliny - onko;VD;3;;;;;P;P;N;;;;20;10
44;S44-38;False;Onkologické výkony - krčok uteru - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-37;False;Nefrektómia - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-35;False;Menej komplexné výkony na močovom mechúri - onko;VD;3;;;;;P;P;P;;;;10;5
44;S44-32;False;Lumbotómia a iné komplexné výkony v brušnej oblasti - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-29;False;Komplexné výkony na čreve - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-28;False;Komplexné peranálne operácie - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-24;False;Jednoduché výkony na močovode - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-22;False;Iné operačné výkony na pankrease - onko;VD;3;;;;;P;P;N;;;;10;5
44;S44-21;False;Chirurgická hypertermická chemoterapia – HIPEC ;VV;3;;;;;N;N;N;;;;;
44;S44-20;False;Hysterektómia - onko;VD;3;;;;;P;P;P;;;;20;10
44;S44-19;False;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;VD;3;;;;;N;N;P;;;;10;5
44;S44-84;False;Základné operačné výkony na čreve - onko;VD;2;;;;;N;N;P;P;;;20;10
44;S44-82;False;Rozšírená a komplexná resekcia čreva - onko;VD;2;;;;;P;P;P;N;;;30;10
44;S44-78;False;Jednoduché výkony na močovom mechúri - onko;VD;2;;;;;N;N;P;P;;;10;5
44;S44-77;False;Jednoduché výkony na anuse - onko;VD;2;;;;;N;N;P;P;;;10;5
44;S44-76;False;Jednoduchá resekcia čreva - onko;VD;2;;;;;P;P;P;P;;;20;10
44;S44-75;False;Iné základné operačné výkony v brušnej oblasti - onko;VD;2;;;;;N;N;P;P;;;20;10
44;S44-73;False;Iné jednoduché výkony na žlčníku - onko;VD;2;;;;;N;N;P;P;;;20;10
44;S44-72;False;Cholecystektómia - onko;VD;2;;;;;N;N;P;P;;;20;10
44;S44-68;False;Adheziolýza - onko;VD;2;;;;;N;N;P;P;;;10;10
44;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
44;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
45;S45-12;False;Neuromodulačné techniky liečby bolesti;V;;4;4;4;4;P;P;;;;60;;
45;S45-11;False;Liečebná anestézia kĺbov chrbtice: s použitím zobrazovacej metódy;V;;4;4;4;4;P;P;;;;60;;
45;S45-10;False;Liečebná anestézia sympatikového nervovému systému: s použitím zobrazovacej metódy;V;;4;4;4;4;P;P;;;;60;;
45;S45-09;False;"Liečebná anestézia hlavového nervu a/alebo ganglia; extrakraniálny prístup";V;;4;4;4;4;P;P;;;;60;;
45;S03-67;True;Implantácia alebo výmena intratekálneho a/alebo epidurálneho katétra: dočasný katéter za účelom diagnostiky;V;;4;4;4;4;P;P;;;;;;
45;S51-74;True;Revízia operačnej rany;V;;4;3;2;1;P;P;N;N;N;;;
45;S45-04;False;Neuromodulačné techniky liečby bolesti;V;4;;;;;P;P;;;;60;20;10
45;S45-03;False;Liečebná anestézia kĺbov chrbtice: s použitím zobrazovacej metódy;V;4;;;;;P;P;;;;60;80;40
45;S45-02;False;Liečebná anestézia sympatikového nervovému systému: s použitím zobrazovacej metódy;V;4;;;;;P;P;;;;60;10;5
45;S45-01;False;"Liečebná anestézia hlavového nervu a/alebo ganglia; extrakraniálny prístup";V;4;;;;;P;P;;;;60;20;10
45;S03-66;True;Implantácia alebo výmena intratekálneho a/alebo epidurálneho katétra: dočasný katéter za účelom diagnostiky;V;4;;;;;P;P;;;;;;
45;S45-15;False;Kaudálna anestézia/analgézia;V;;3;3;3;3;P;P;P;;;60;;
45;S45-14;False;Perkutánna blokáda periférneho nervu, alebo nervového plexu;V;;3;3;3;3;P;P;P;;;60;;
45;S45-07;False;Kaudálna anestézia/analgézia;V;3;;;;;P;P;P;;;;400;200
45;S45-06;False;Perkutánna blokáda periférneho nervu, alebo nervového plexu;V;3;;;;;P;P;P;;;60;30;15
45;S73-52;True;Manažment bolesti;D;;2;2;2;2;P;P;N;N;;;;
45;S37-19;True;Manažment bolesti;D;2;;;;;P;P;N;N;;;;
45;S14-21;True;Revízia operačnej rany;V;1;;;;;P;P;N;N;N;90;;
46;S46-01;False;Doliečovacia starostlivosť;V;1;;;;;P;P;P;P;P;;;
47;S47-01;False;RHB liečba na IV. úrovni pre dospelého pacienta – spinálna rehabilitačná jednotka;V;4;;;;;P;P;;;;;;
47;S47-02;False;RHB liečba na III. úrovni pre dospelého pacienta – rozšírená akútna rehabilitácia ;V;3;;;;;P;P;P;;;;*4;
47;S47-03;False;RHB liečba na II. úrovni pre dospelého pacienta – akútna rehabilitácia ;V;2;;;;;P;P;P;P;;;*5;
47;S47-04;False;RHB liečba na I. úrovni pre dospelého pacienta – následná rehabilitácia;V;1;;;;;P;P;P;P;P;;*6;
48;S48-06;False;Akútny pôrod novorodenca v prípade ohrozenia života bez ohľadu na gestačný vek a hmotnosť;NOV;;2;;;;P;P;P;P;;;;
48;S48-05;False;Paliatívna starostlivosť u novorodencov;NOV;;2;;;;P;P;P;P;;;;
48;S48-04;False;Novorodenec, hmotnosť pri prijatí od 2500 g bez signifikantného OP výkonu, bez UPV > 95 hodín, bez ťažkých problémov;NOV;;2;;;;P;P;P;P;;;;
48;S48-03;False;Novorodenec, hmotnosť pri prijatí 2000-2499 g bez signifikantného OP výkonu, bez UPV > 95 hodín, bez ťažkých problémov;NOV;;2;;;;P;P;P;P;;;50;
48;S48-02;False;Novorodenec, hmotnosť pri prijatí 1500-1999 g bez signifikantného OP výkonu, bez UPV > 95 hodín, bez ťažkých problémov;NOV;;2;;;;P;P;P;P;;;5;
48;S48-01;False;Novorodenec, úmrtie alebo preklad do 5 dní po prijatí na hospitalizáciu bez signifikantného OP výkonu;NOV;;2;;;;P;P;P;P;;;;
49;S49-07;False;Novorodenec pod hranicou viability (< 24 týždeň alebo < 500 g);NOV;;4;;;;N;N;;;;;3;
49;S49-06;False;Riadená hypotermia;NOV;;4;;;;P;P;;;;;3 ;
49;S49-05;False;Nekonvenčná UPV (vysokofrekvenčná, NO ventilácia);NOV;;4;;;;P;P;;;;;5;
49;S49-04;False;Novorodenec, hmotnosť pri prijatí od 1500 g bez signifikantného OP výkonu, s viacerými ťažkými problémami;NOV;;4;;;;P;P;;;;;20;
49;S49-03;False;Novorodenec, hmotnosť pri prijatí <1000 g;NOV;;4;;;;P;P;;;;;20;
49;S49-02;False;Novorodenec, hmotnosť pri prijatí od 1000g, s UPV > 95 hodín, s viacerými ťažkými problémami;NOV;;4;;;;P;P;;;;;20;
49;S49-01;False;Novorodenec so signifikantným OP výkonom;NOV;;4;;;;P;N;;;;;;
49;S49-11;False;Potreba výmennej transfúzie;NOV;;3;;;;P;P;P;;;;;
49;S49-10;False;Novorodenec, hmotnosť pri prijatí od 1500 g bez signifikantného OP výkonu, bez UPV > 95 hodín, s jedným ťažkým problémom;NOV;;3;;;;P;P;P;;;;20 ;
49;S49-09;False;Novorodenec, hmotnosť pri prijatí 1000-1499 g bez signifikantného OP výkonu, bez UPV > 95 hodín;NOV;;3;;;;P;P;P;;;;20 ;
49;S49-08;False;Novorodenec, hmotnosť pri prijatí od 1000g, s UPV > 95 hodín, bez viacerých ťažkých problémov;NOV;;3;;;;P;P;P;;;;20 ;
50;S50-01;False;Úzko špecializované postupy cirkulačnej a respiračnej podpory v PIM;V;;5;5;5;5;P;;;;;;;
50;S71-01;True;Vysokonákazlivé ochorenia BSL03-04;D;;5;5;5;5;P;;;;;;;
50;S65-01;True;Tuberkulóza;D;;5;5;5;5;P;;;;;;;
50;S64-04;True;Intervenčné výkony - intraaortálna balóniková kontrapulzácia;V;;5;5;5;5;P;;;;;;;
50;S59-03;True;Exstrofia močového mechúra a epispádia;D;;5;5;5;5;P;;;;;;;
50;S58-07;True;Hospitalizácia pred transplantáciou srdca, pľúc, pečene, pankreasu alebo čreva;V;;5;5;5;5;P;;;;;;;
50;S16-06;True;Ťažké popáleniny a poleptania;D;;5;5;5;5;P;;;;;;;
50;S58-09;True;Hospitalizácia pred transplantáciou obličky;V;;5;5;5;4;P;P;;;;;;
50;S50-14;False;Trombolytická liečba;V;;4;4;4;4;P;P;;;;;;
50;S50-12;False;Aplikácia liečiva spojená s vysokým rizikom nežiadúcich účinkov;V;;4;4;4;4;P;P;;;;;;
