kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
m0224;Artritída po očkovaní, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-09;Iné artritídy
m0225;Artritída po očkovaní, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-09;Iné artritídy
m0226;Artritída po očkovaní, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-09;Iné artritídy
m0227;Artritída po očkovaní, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-09;Iné artritídy
m0228;Artritída po očkovaní, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-09;Iné artritídy
m0229;Artritída po očkovaní, miesto bližšie neurčené;S69-09;Iné artritídy
m0230;Reiterova choroba na viacerých miestach;S69-09;Iné artritídy
m0231;Reiterova choroba v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-09;Iné artritídy
m0232;Reiterova choroba nadlaktia (ramenná kosť, lakťový kĺb);S69-09;Iné artritídy
m0233;Reiterova choroba predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-09;Iné artritídy
m0234;Reiterova choroba ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-09;Iné artritídy
m0235;Reiterova choroba panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-09;Iné artritídy
m0236;Reiterova choroba predkolenia (ihlica, píšťala, kolenný kĺb);S69-09;Iné artritídy
m0237;Reiterova choroba členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-09;Iné artritídy
m0238;Reiterova choroba na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-09;Iné artritídy
m0239;Reiterova choroba, miesto bližšie neurčené;S69-09;Iné artritídy
m0280;Iná reaktívna artritída, na viacerých miestach;S69-09;Iné artritídy
m0281;Iná reaktívna artritída, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-09;Iné artritídy
m0282;Iná reaktívna artritída, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-09;Iné artritídy
m0283;Iná reaktívna artritída, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-09;Iné artritídy
m0284;Iná reaktívna artritída, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-09;Iné artritídy
m0285;Iná reaktívna artritída, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-09;Iné artritídy
m0286;Iná reaktívna artritída, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-09;Iné artritídy
m0287;Iná reaktívna artritída, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-09;Iné artritídy
m0288;Iná reaktívna artritída, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-09;Iné artritídy
m0289;Iná reaktívna artritída, miesto bližšie neurčené;S69-09;Iné artritídy
m0290;Reaktívna artritída, bližšie neurčená, na viacerých miestach;S69-09;Iné artritídy
m0291;Reaktívna artritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-09;Iné artritídy
m0292;Reaktívna artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-09;Iné artritídy
m0293;Reaktívna artritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-09;Iné artritídy
m0294;Reaktívna artritída, bližšie neurčená: (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-09;Iné artritídy
m0295;Reaktívna artritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-09;Iné artritídy
m0296;Reaktívna artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-09;Iné artritídy
m0297;Reaktívna artritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-09;Iné artritídy
m0298;Reaktívna artritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-09;Iné artritídy
m0299;Reaktívna artritída, bližšie neurčená, miesto bližšie neurčené;S69-09;Iné artritídy
m0500;Feltyho syndróm na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0501;Feltyho syndróm v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0502;Feltyho syndróm nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0503;Feltyho syndróm predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0504;Feltyho syndróm ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0505;Feltyho syndróm panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0506;Feltyho syndróm predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0507;Feltyho syndróm členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0508;Feltyho syndróm na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0509;Feltyho syndróm, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0510;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, na viacerých miestach (J99.0*);S65-05;Intersticiálna choroba pľúc
m0511;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0512;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, v oblasti nadlaktia (ramenná kosť, lakťový kĺb) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0513;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0514;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi (J99.0*), v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0515;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi (J99.0*), v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S65-05;Intersticiálna choroba pľúc
m0516;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0517;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, s artritídou členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0518;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica) (J99.0*);S65-05;Intersticiálna choroba pľúc
m0519;Séropozitívna reumatoidná artritída s pľúcnymi prejavmi, miesto bližšie neurčené (J99.0*);S65-05;Intersticiálna choroba pľúc
m0520;Reumatoidná artritída s vaskulitídou, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0521;Reumatoidná artritída s vaskulitídou, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0522;Reumatoidná artritída s vaskulitídou, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0523;Reumatoidná artritída s vaskulitídou, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0524;Reumatoidná artritída s vaskulitídou, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0525;Reumatoidná artritída s vaskulitídou, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0526;Reumatoidná artritída s vaskulitídou, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0527;Reumatoidná artritída s vaskulitídou, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0528;Reumatoidná artritída s vaskulitídou, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0529;Reumatoidná artritída s vaskulitídou, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0530;Reumatoidná artritída s postihnutím iných orgánov a sústav, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0531;Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0532;Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0533;Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0534;Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0535;Reumatoidná artritída s postihnutím iných orgánov a sústav, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0536;Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0537;Reumatoidná artritída s postihnutím iných orgánov a sústav, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0538;Reumatoidná artritída s postihnutím iných orgánov a sústav, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0539;Reumatoidná artritída s postihnutím iných orgánov a sústav, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0580;Iná séropozitívna reumatoidná artritída, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0581;Iná séropozitívna reumatoidná artritída, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0582;Iná séropozitívna reumatoidná artritída, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0583;Iná séropozitívna reumatoidná artritída: predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0584;Iná séropozitívna reumatoidná artritída, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0585;Iná séropozitívna reumatoidná artritída, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0586;Iná séropozitívna reumatoidná artritída, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0587;Iná séropozitívna reumatoidná artritída, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0588;Iná séropozitívna reumatoidná artritída, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0589;Iná séropozitívna reumatoidná artritída, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0590;Séropozitívna reumatoidná artritída, bližšie neurčená, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0591;Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0592;Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0593;Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0594;Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0595;Séropozitívna reumatoidná artritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0596;Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0597;Séropozitívna reumatoidná artritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0598;Séropozitívna reumatoidná artritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0599;Séropozitívna reumatoidná artritída, bližšie neurčená, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0600;Séronegatívna reumatoidná artritída, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0601;Séronegatívna reumatoidná artritída, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0602;Séronegatívna reumatoidná artritída, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0603;Séronegatívna reumatoidná artritída, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0604;Séronegatívna reumatoidná artritída, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0605;Séronegatívna reumatoidná artritída, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0606;Séronegatívna reumatoidná artritída, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0607;Séronegatívna reumatoidná artritída, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0608;Séronegatívna reumatoidná artritída, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0609;Séronegatívna reumatoidná artritída, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0610;Stillova choroba dospelých s postihnutím kĺbov na viacerých miestach;S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0611;Stillova choroba dospelých s postihnutím kĺbov v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0612;Stillova choroba dospelých s postihnutím kĺbov nadlaktia (ramenná kosť, lakťový kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0613;Stillova choroba dospelých s postihnutím kĺbov predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0614;Stillova choroba dospelých s postihnutím kĺbov ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0615;Stillova choroba dospelých s postihnutím kĺbov oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0616;Stillova choroba dospelých s postihnutím kĺbov predkolenia (ihlica, píšťala, kolenný kĺb);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0617;Stillova choroba dospelých s postihnutím kĺbov členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0618;Stillova choroba dospelých s postihnutím kĺbov na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0619;Stillova choroba dospelých: miesto postihnutia kĺbov bližšie neurčené;S69-04;Autoinflamčné ochorenia - geneticky podmienené a zriedkavé získané
m0620;Burzitída pri reumatoidnej artritíde na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0621;Burzitída pri reumatoidnej artritíde v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0622;Burzitída pri reumatoidnej artritíde nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0623;Burzitída pri reumatoidnej artritíde predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0624;Burzitída pri reumatoidnej artritíde ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0625;Burzitída pri reumatoidnej artritíde panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0626;Burzitída pri reumatoidnej artritíde predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0627;Burzitída pri reumatoidnej artritíde členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0628;Burzitída pri reumatoidnej artritíde na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0629;Burzitída pri reumatoidnej artritíde, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0630;Reumatoidné uzlíky na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0631;Reumatoidné uzlíky v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0632;Reumatoidné uzlíky nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0633;Reumatoidné uzlíky predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0634;Reumatoidné uzlíky ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0635;Reumatoidné uzlíky panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0636;Reumatoidné uzlíky predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0637;Reumatoidné uzlíky členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0638;Reumatoidné uzlíky na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0639;Reumatoidné uzlíky, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0640;Zápalová polyartropatia na viacerých miestach;S69-09;Iné artritídy
m0641;Zápalová polyartropatia v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-09;Iné artritídy
m0642;Zápalová polyartropatia nadlaktia (ramenná kosť, lakťový kĺb);S69-09;Iné artritídy
m0643;Zápalová polyartropatia predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-09;Iné artritídy
m0644;Zápalová polyartropatia ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-09;Iné artritídy
m0645;Zápalová polyartropatia panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-09;Iné artritídy
m0646;Zápalová polyartropatia predkolenia (ihlica, píšťala, kolenný kĺb);S69-09;Iné artritídy
m0647;Zápalová polyartropatia členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-09;Iné artritídy
m0648;Zápalová polyartropatia na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-09;Iné artritídy
m0649;Zápalová polyartropatia, miesto bližšie neurčené;S69-09;Iné artritídy
m0680;Iná reumatoidná artritída, bližšie určená, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0681;Iná reumatoidná artritída, bližšie určená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0682;Iná reumatoidná artritída, bližšie určená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0683;Iná reumatoidná artritída, bližšie určená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0684;Iná reumatoidná artritída, bližšie určená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0685;Iná reumatoidná artritída, bližšie určená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0686;Iná reumatoidná artritída, bližšie určená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0687;Iná reumatoidná artritída, bližšie určená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0688;Iná reumatoidná artritída, bližšie určená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0689;Iná reumatoidná artritída, bližšie určená, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0690;Reumatoidná artritída, bližšie neurčená, na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0691;Reumatoidná artritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0692;Reumatoidná artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0693;Reumatoidná artritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0694;Reumatoidná artritída, bližšie neurčená, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0695;Reumatoidná artritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0696;Reumatoidná artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0697;Reumatoidná artritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0698;Reumatoidná artritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0699;Reumatoidná artritída, bližšie neurčená, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0800;Juvenilná reumatoidná artritída na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0801;Juvenilná reumatoidná artritída v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0802;Juvenilná reumatoidná artritída v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0803;Juvenilná reumatoidná artritída v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0804;Juvenilná reumatoidná artritída v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0805;Juvenilná reumatoidná artritída v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0806;Juvenilná reumatoidná artritída v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0807;Juvenilná reumatoidná artritída v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0808;Juvenilná reumatoidná artritída na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
m0809;Juvenilná reumatoidná artritída, miesto bližšie neurčené;S69-06;Autoimunitne podmienené artritídy
m0810;Juvenilná ankylozujúca spondylitída na viacerých miestach;S69-06;Autoimunitne podmienené artritídy
m0811;Juvenilná ankylozujúca spondylitída v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S69-06;Autoimunitne podmienené artritídy
m0812;Juvenilná ankylozujúca spondylitída nadlaktia (ramenná kosť, lakťový kĺb);S69-06;Autoimunitne podmienené artritídy
m0813;Juvenilná ankylozujúca spondylitída predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S69-06;Autoimunitne podmienené artritídy
m0814;Juvenilná ankylozujúca spondylitída ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S69-06;Autoimunitne podmienené artritídy
m0815;Juvenilná ankylozujúca spondylitída panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S69-06;Autoimunitne podmienené artritídy
m0816;Juvenilná ankylozujúca spondylitída predkolenia (ihlica, píšťala, kolenný kĺb);S69-06;Autoimunitne podmienené artritídy
m0817;Juvenilná ankylozujúca spondylitída členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S69-06;Autoimunitne podmienené artritídy
m0818;Juvenilná ankylozujúca spondylitída na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S69-06;Autoimunitne podmienené artritídy
