kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
n025;Recidivujúca a pretrvávajúca hematúria: difúzna mezangiokapilárna glomerulonefritída;S30-08;Insuficiencia obličiek
n026;Recidivujúca a pretrvávajúca hematúria: choroba denzných depozitov;S30-08;Insuficiencia obličiek
n027;Recidivujúca a pretrvávajúca hematúria: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S30-08;Insuficiencia obličiek
n028;Recidivujúca a pretrvávajúca hematúria: iné morfologické zmeny;S30-08;Insuficiencia obličiek
n029;Recidivujúca a pretrvávajúca hematúria: morfologická zmena bližšie neurčená;S30-08;Insuficiencia obličiek
n030;Chronický nefritický syndróm: malé abnormality glomerulov;S30-08;Insuficiencia obličiek
n031;Chronický nefritický syndróm: fokálne a segmentové lézie glomerulov;S30-08;Insuficiencia obličiek
n032;Chronický nefritický syndróm: difúzna membránová glomerulonefritída;S30-08;Insuficiencia obličiek
n033;Chronický nefritický syndróm: difúzna mezangioproliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n034;Chronický nefritický syndróm: difúzna endokapilárna proliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n035;Chronický nefritický syndróm: difúzna mezangiokapilárna glomerulonefritída;S30-08;Insuficiencia obličiek
n036;Chronický nefritický syndróm: choroba denzných depozitov;S30-08;Insuficiencia obličiek
n037;Chronický nefritický syndróm: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S30-08;Insuficiencia obličiek
n038;Chronický nefritický syndróm: iné morfologické zmeny;S30-08;Insuficiencia obličiek
n039;Chronický nefritický syndróm: morfologická zmena bližšie neurčená;S30-08;Insuficiencia obličiek
n040;Nefrotický syndróm: malé abnormality glomerulov;S30-08;Insuficiencia obličiek
n041;Nefrotický syndróm: fokálne a segmentové lézie glomerulov;S30-08;Insuficiencia obličiek
n042;Nefrotický syndróm: difúzna membránová glomerulonefritída;S30-08;Insuficiencia obličiek
n043;Nefrotický syndróm: difúzna mezangioproliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n044;Nefrotický syndróm: difúzna endokapilárna proliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n045;Nefrotický syndróm: difúzna mezangiokapilárna glomerulonefritída;S30-08;Insuficiencia obličiek
n046;Nefrotický syndróm: choroba denzných depozitov;S30-08;Insuficiencia obličiek
n047;Nefrotický syndróm: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S30-08;Insuficiencia obličiek
n048;Nefrotický syndróm: iné morfologické zmeny;S30-08;Insuficiencia obličiek
n049;Nefrotický syndróm: morfologická zmena bližšie neurčená;S30-08;Insuficiencia obličiek
n050;Nefritický syndróm, bližšie neurčený: malé abnormality glomerulov;S30-08;Insuficiencia obličiek
n051;Nefritický syndróm, bližšie neurčený: fokálne a segmentové lézie glomerulov;S30-08;Insuficiencia obličiek
n052;Nefritický syndróm, bližšie neurčený: difúzna membránová glomerulonefritída;S30-08;Insuficiencia obličiek
n053;Nefritický syndróm, bližšie neurčený: difúzna mezangioproliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n054;Nefritický syndróm, bližšie neurčený: difúzna endokapilárna proliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n055;Nefritický syndróm, bližšie neurčený: difúzna mezangiokapilárna glomerulonefritída;S30-08;Insuficiencia obličiek
n056;Nefritický syndróm, bližšie neurčený: choroba denzných depozitov;S30-08;Insuficiencia obličiek
n057;Nefritický syndróm, bližšie neurčený: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S30-08;Insuficiencia obličiek
n058;Nefritický syndróm, bližšie neurčený: iné morfologické zmeny;S30-08;Insuficiencia obličiek
n059;Nefritický syndróm, bližšie neurčený: morfologická zmena bližšie neurčená;S30-08;Insuficiencia obličiek
n060;Izolovaná proteinúria s morfologickými zmenami: malé abnormality glomerulov;S30-08;Insuficiencia obličiek
n061;Izolovaná proteinúria s morfologickými zmenami: fokálne a segmentové lézie glomerulov;S30-08;Insuficiencia obličiek
n062;Izolovaná proteinúria s morfologickými zmenami: difúzna membránová glomerulonefritída;S30-08;Insuficiencia obličiek
n063;Izolovaná proteinúria s morfologickými zmenami: difúzna mezangioproliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n064;Izolovaná proteinúria s morfologickými zmenami: difúzna endokapilárna proliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n065;Izolovaná proteinúria s bližšie určenými morfologickými zmenami: difúzna mezangiokapilárna glomerulonefritída;S30-08;Insuficiencia obličiek
n066;Izolovaná proteinúria s morfologickými zmenami: choroba denzných depozitov;S30-08;Insuficiencia obličiek
n067;Izolovaná proteinúria s morfologickými zmenami: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S30-08;Insuficiencia obličiek
n068;Izolovaná proteinúria s morfologickými zmenami: iné morfologické zmeny;S30-08;Insuficiencia obličiek
n069;Izolovaná proteinúria s morfologickými zmenami: morfologická zmena bližšie neurčená;S30-08;Insuficiencia obličiek
n070;Hereditárna nefropatia, nezatriedená inde: malé abnormality glomerulov;S30-08;Insuficiencia obličiek
n071;Hereditárna nefropatia, nezatriedená inde: fokálne a segmentové lézie glomerulov;S30-08;Insuficiencia obličiek
n072;Hereditárna nefropatia, nezatriedená inde: difúzna membránová glomerulonefritída;S30-08;Insuficiencia obličiek
n073;Hereditárna nefropatia, nezatriedená inde: difúzna mezangioproliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n074;Hereditárna nefropatia, nezatriedená inde: difúzna endokapilárna proliferatívna glomerulonefritída;S30-08;Insuficiencia obličiek
n075;Hereditárna nefropatia, nezatriedená inde: difúzna mezangiokapilárna glomerulonefritída;S30-08;Insuficiencia obličiek
n076;Hereditárna nefropatia, nezatriedená inde: choroba denzných depozitov;S30-08;Insuficiencia obličiek
n077;Hereditárna nefropatia, nezatriedená inde: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S30-08;Insuficiencia obličiek
n078;Hereditárna nefropatia, nezatriedená inde: iné morfologické zmeny;S30-08;Insuficiencia obličiek
n079;Hereditárna nefropatia, nezatriedená inde: morfologická zmena bližšie neurčená;S30-08;Insuficiencia obličiek
n10;Akútna tubulointersticiálna nefritída;S30-08;Insuficiencia obličiek
n110;Chronická neobštrukčná pyelonefritída spojená s refluxom;S30-08;Insuficiencia obličiek
n111;Chronická obštrukčná pyelonefritída;S30-08;Insuficiencia obličiek
n118;Iná chronická tubulointersticiálna nefritída;S30-08;Insuficiencia obličiek
n119;Chronická tubulointersticiálna nefritída, bližšie neurčená;S30-08;Insuficiencia obličiek
n12;Tubulointersticiálna nefritída, neurčená ako akútna, alebo chronická;S30-08;Insuficiencia obličiek
n140;Nefropatia zapríčinená analgetikami;S30-08;Insuficiencia obličiek
n141;Nefropatia zapríčinená liečivami, liekmi alebo biologickými látkami;S30-08;Insuficiencia obličiek
n142;Nefropatia zapríčinená bližšie neurčeným liečivom, liekom alebo biologickou látkou;S30-08;Insuficiencia obličiek
n143;Nefropatia zapríčinená ťažkými kovmi;S30-08;Insuficiencia obličiek
n144;Toxická nefropatia, nezatriedená inde;S30-08;Insuficiencia obličiek
n150;Balkánska nefropatia;S30-08;Insuficiencia obličiek
n158;Iná tubulointersticiálna choroba obličiek, bližšie určená;S30-08;Insuficiencia obličiek
n159;Tubulointersticiálna choroba obličiek, bližšie neurčená;S30-08;Insuficiencia obličiek
n170;Akútne zlyhanie obličiek s tubulovou nekrózou;S30-08;Insuficiencia obličiek
n171;Akútne zlyhanie obličiek s akútnou kortikálnou nekrózou;S30-08;Insuficiencia obličiek
n172;Akútne zlyhanie obličiek s dreňovou nekrózou;S30-08;Insuficiencia obličiek
n178;Iné akútne zlyhanie obličiek;S30-08;Insuficiencia obličiek
n179;Akútne zlyhanie obličiek, bližšie neurčené;S30-08;Insuficiencia obličiek
n181;Chronická choroba obličiek, 1. štádium;S30-08;Insuficiencia obličiek
n182;Chronická choroba obličiek, 2. štádium;S30-08;Insuficiencia obličiek
n183;Chronická choroba obličiek, 3. štádium;S30-08;Insuficiencia obličiek
n184;Chronická choroba obličiek, 4. štádium;S30-08;Insuficiencia obličiek
n185;Chronická choroba obličiek, 5. štádium;S30-08;Insuficiencia obličiek
n1880;Jednostranná chronická porucha funkcie obličky;S30-08;Insuficiencia obličiek
n1889;Iná chronická choroba obličiek, štádium bližšie neurčené;S30-08;Insuficiencia obličiek
n189;Chronická choroba obličiek, bližšie neurčená;S30-08;Insuficiencia obličiek
n19;Zlyhanie obličiek, bližšie neurčené;S30-08;Insuficiencia obličiek
n250;Renálna osteodystrofia;S30-08;Insuficiencia obličiek
n251;Nefrogénny diabetes insipidus;S30-08;Insuficiencia obličiek
n258;Iná choroba, vyplývajúca z poškodenej funkcie obličkových tubulov;S30-08;Insuficiencia obličiek
n259;Choroba, vyplývajúca z poškodenej funkcie obličkových tubulov, bližšie neurčená;S30-08;Insuficiencia obličiek
n26;Scvrknutá oblička, bližšie neurčená;S30-08;Insuficiencia obličiek
n270;Malá oblička z neznámej príčiny, jednostranne;S30-08;Insuficiencia obličiek
n271;Malá oblička z neznámej príčiny, obojstranne;S30-08;Insuficiencia obličiek
n279;Malá oblička z neznámej príčiny, bližšie neurčená;S30-08;Insuficiencia obličiek
n280;Ischémia a infarkt obličky;S30-08;Insuficiencia obličiek
n281;Cysta obličky, získaná;S30-08;Insuficiencia obličiek
n288;Iná choroba obličiek a močovodov, bližšie určená;S30-08;Insuficiencia obličiek
n289;Choroba obličiek a močovodov, bližšie neurčená;S30-08;Insuficiencia obličiek
n300;Akútna cystitída;S30-08;Insuficiencia obličiek
n301;Intersticiálna cystitída (chronická);S30-08;Insuficiencia obličiek
n302;Iná chronická cystitída;S30-08;Insuficiencia obličiek
n308;Iná cystitída;S30-08;Insuficiencia obličiek
n309;Cystitída, bližšie neurčená;S30-08;Insuficiencia obličiek
n390;Infekcia močovej sústavy, miesto bližšie neurčené;S30-08;Insuficiencia obličiek
n391;Pretrvávajúca proteinúria, bližšie neurčená;S30-08;Insuficiencia obličiek
n392;Ortostatická proteinúria, bližšie neurčená;S30-08;Insuficiencia obličiek
n990;Poškodenie obličiek po lekárskom výkone;S30-08;Insuficiencia obličiek
q600;Jednostranná agenéza obličky;S30-08;Insuficiencia obličiek
q601;Obojstranná agenéza obličky;S30-08;Insuficiencia obličiek
q602;Agenéza obličky, bližšie neurčená;S30-08;Insuficiencia obličiek
q603;Jednostranná hypoplázia obličky;S30-08;Insuficiencia obličiek
q604;Obojstranná hypoplázia obličky;S30-08;Insuficiencia obličiek
q605;Hypoplázia obličky, bližšie neurčená;S30-08;Insuficiencia obličiek
q606;Potterovej syndróm;S30-08;Insuficiencia obličiek
q610;Vrodená samostatná (solitárna) cysta obličky;S30-08;Insuficiencia obličiek
q611;Polycystické obličky, autozomálne recesívne;S30-08;Insuficiencia obličiek
q612;Polycystické obličky, autozomálne dominantné;S30-08;Insuficiencia obličiek
q613;Polycystické obličky, bližšie neurčené;S30-08;Insuficiencia obličiek
q614;Dysplázia obličiek;S30-08;Insuficiencia obličiek
q615;Medulárna cystická oblička;S30-08;Insuficiencia obličiek
q618;Iná cystická choroba obličiek;S30-08;Insuficiencia obličiek
q619;Cystická choroba obličiek, bližšie neurčená;S30-08;Insuficiencia obličiek
r300;Dyzúria;S30-08;Insuficiencia obličiek
r301;Bolestivé nutkanie na močenie [tenesmus vesicae];S30-08;Insuficiencia obličiek
r309;Bolestivé močenie, bližšie neurčené;S30-08;Insuficiencia obličiek
r31;Hematúria, bližšie neurčená;S30-08;Insuficiencia obličiek
r33;Retencia moču;S30-08;Insuficiencia obličiek
r34;Anúria a oligúria;S30-08;Insuficiencia obličiek
r35;Polyúria;S30-08;Insuficiencia obličiek
r36;Výtok z uretry;S30-08;Insuficiencia obličiek
r391;Iné poruchy močenia;S30-08;Insuficiencia obličiek
r392;Extrarenálna urémia;S30-08;Insuficiencia obličiek
r398;Iný a bližšie neurčený subjektívny a objektívny príznak poruchy močovej sústavy;S30-08;Insuficiencia obličiek
r80;Izolovaná proteinúria;S30-08;Insuficiencia obličiek
r827;Abnormálne nálezy pri mikrobiologickom vyšetrení moču;S30-08;Insuficiencia obličiek
r828;Abnormálne nálezy pri cytologickom a histologickom vyšetrení moču;S30-08;Insuficiencia obličiek
r829;Iné a bližšie neurčené abnormálne nálezy v moči;S30-08;Insuficiencia obličiek
r944;Abnormálne výsledky funkčných vyšetrení obličiek;S30-08;Insuficiencia obličiek
t795;Úrazová anúria;S30-08;Insuficiencia obličiek
t835;Infekcia a zápalová reakcia zapríčinená protézou, implantátom a transplantátom v močovej sústave;S30-08;Insuficiencia obličiek
t838;Iná komplikácia zapríčinená protézou, implantátom a transplantátom v močovopohlavnej sústave;S30-08;Insuficiencia obličiek
t839;Bližšie neurčená komplikácia zapríčinená protézou, implantátom a transplantátom v močovopohlavnej sústave;S30-08;Insuficiencia obličiek
t8571;Infekcia a zápalová reakcia zapríčinená katétrom na peritoneálnu dialýzu;S30-08;Insuficiencia obličiek
z524;Darca obličky;S30-09;Darca obličky
z490;Starostlivosť počas prípravy na dialýzu;S30-11;Dialýza
z491;Mimotelová dialýza;S30-11;Dialýza
m1210;Kaschinova-Beckova choroba s postihnutím kĺbov na viacerých miestach;S31-03;Závažné ochorenia kostí a určité artropatie
m1211;Kaschinova-Beckova choroba s postihnutím kĺbov pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-03;Závažné ochorenia kostí a určité artropatie
m1212;Kaschinova-Beckova choroba s postihnutím kĺbov nadlaktia (ramenná kosť, lakťový kĺb);S31-03;Závažné ochorenia kostí a určité artropatie
m1213;Kaschinova-Beckova choroba s postihnutím kĺbov predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-03;Závažné ochorenia kostí a určité artropatie
m1214;Kaschinova-Beckova choroba s postihnutím kĺbov ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S31-03;Závažné ochorenia kostí a určité artropatie
m1215;Kaschinova-Beckova choroba s postihnutím kĺbov oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S31-03;Závažné ochorenia kostí a určité artropatie
m1216;Kaschinova-Beckova choroba s postihnutím kĺbov predkolenia (ihlica, píšťala, kolenný kĺb);S31-03;Závažné ochorenia kostí a určité artropatie
m1217;Kaschinova-Beckova choroba s postihnutím kĺbov členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S31-03;Závažné ochorenia kostí a určité artropatie
m1218;Kaschinova-Beckova choroba s postihnutím kĺbov na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S31-03;Závažné ochorenia kostí a určité artropatie
m1219;Kaschinova-Beckova choroba s postihnutím kĺbov, miesto bližšie neurčené;S31-03;Závažné ochorenia kostí a určité artropatie
m461;Sakroilitída, nezatriedená inde;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4680;Iná zápalová spondylopatia, bližšie určená, na viacerých miestach chrbtice;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4681;Iná zápalová spondylopatia, bližšie určená: okcipito-atlanto-axiálnej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4682;Iná zápalová spondylopatia, bližšie určená: krčnej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4683;Iná zápalová spondylopatia, bližšie určená: krčnohrudníkovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4684;Iná zápalová spondylopatia, bližšie určená: hrudníkovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4685;Iná zápalová spondylopatia, bližšie určená: hrudníkovodriekovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4686;Iná zápalová spondylopatia, bližšie určená: driekovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4687;Iná zápalová spondylopatia, bližšie určená: driekovokrížovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4688;Iná zápalová spondylopatia, bližšie určená: krížovej a krížovokostrčovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4689;Iná zápalová spondylopatia, bližšie určená:: oblasť bližšie neurčená;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4690;Zápalová spondylopatia, bližšie neurčená, na viacerých miestach chrbtice;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4691;Zápalová spondylopatia, bližšie neurčená: okcipito-atlanto-axiálnej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4692;Zápalová spondylopatia, bližšie neurčená: krčnej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4693;Zápalová spondylopatia, bližšie neurčená: krčnohrudníkovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4694;Zápalová spondylopatia, bližšie neurčená: hrudníkovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4695;Zápalová spondylopatia, bližšie neurčená: hrudníkovodriekovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4696;Zápalová spondylopatia, bližšie neurčená: driekovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4697;Zápalová spondylopatia, bližšie neurčená: driekovokrížovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4698;Zápalová spondylopatia, bližšie neurčená: krížovej a krížovokostrčovej oblasti;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m4699;Zápalová spondylopatia, bližšie neurčená: oblasť bližšie neurčená;S31-04;Deformujúca dorzopatia a iné komplexné spondylopatie
m7900;Reumatizmus, bližšie neurčený, na viacerých miestach;S31-05;Reumatizmus, bližšie neurený
m7901;Reumatizmus, bližšie neurčený, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-05;Reumatizmus, bližšie neurený
m7902;Reumatizmus, bližšie neurčený, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-05;Reumatizmus, bližšie neurený
m7903;Reumatizmus, bližšie neurčený, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-05;Reumatizmus, bližšie neurený
m7904;Reumatizmus, bližšie neurčený, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S31-05;Reumatizmus, bližšie neurený
m7905;Reumatizmus, bližšie neurčený, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S31-05;Reumatizmus, bližšie neurený
m7906;Reumatizmus, bližšie neurčený, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S31-05;Reumatizmus, bližšie neurený
m7907;Reumatizmus, bližšie neurčený, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S31-05;Reumatizmus, bližšie neurený
m7908;Reumatizmus, bližšie neurčený, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S31-05;Reumatizmus, bližšie neurený
m7909;Reumatizmus, bližšie neurčený, miesto bližšie neurčené;S31-05;Reumatizmus, bližšie neurený
m0000;Artritída a polyartritída zapríčinená stafylokokmi, na viacerých miestach;S31-06;Infekčné artritídy
m0001;Artritída a polyartritída zapríčinená stafylokokmi, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-06;Infekčné artritídy
m0002;Artritída a polyartritída zapríčinená stafylokokmi, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-06;Infekčné artritídy
m0003;Artritída a polyartritída zapríčinená stafylokokmi, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-06;Infekčné artritídy
m0004;Artritída a polyartritída zapríčinená stafylokokmi, v oblasti ruky (prsty, zápästie, záprstie, kĺby medzi týmito kosťami);S31-06;Infekčné artritídy
m0005;Artritída a polyartritída zapríčinená stafylokokmi, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb);S31-06;Infekčné artritídy
m0006;Artritída a polyartritída zapríčinená stafylokokmi, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S31-06;Infekčné artritídy
m0007;Artritída a polyartritída zapríčinená stafylokokmi, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S31-06;Infekčné artritídy
m0008;Artritída a polyartritída zapríčinená stafylokokmi, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S31-06;Infekčné artritídy
m0009;Artritída a polyartritída zapríčinená stafylokokmi, miesto bližšie neurčené;S31-06;Infekčné artritídy
m0010;Artritída a polyartritída zapríčinená pneumokokmi, na viacerých miestach;S31-06;Infekčné artritídy
m0011;Artritída a polyartritída zapríčinená pneumokokmi, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-06;Infekčné artritídy
m0012;Artritída a polyartritída zapríčinená pneumokokmi, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-06;Infekčné artritídy
m0013;Artritída a polyartritída zapríčinená pneumokokmi, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-06;Infekčné artritídy
m0014;Artritída a polyartritída zapríčinená pneumokokmi, v oblasti ruky (prsty, zápästie, záprstie, kĺby medzi týmito kosťami);S31-06;Infekčné artritídy
m0015;Artritída a polyartritída zapríčinená pneumokokmi, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedrový kĺb, sakroiliakálny kĺb);S31-06;Infekčné artritídy
m0016;Artritída a polyartritída zapríčinená pneumokokmi, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S31-06;Infekčné artritídy
m0017;Artritída a polyartritída zapríčinená pneumokokmi, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S31-06;Infekčné artritídy
m0018;Artritída a polyartritída zapríčinená pneumokokmi, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S31-06;Infekčné artritídy
m0019;Artritída a polyartritída zapríčinená pneumokokmi, miesto bližšie neurčené;S31-06;Infekčné artritídy
m0020;Artritída a polyartritída zapríčinená inými streptokokmi, na viacerých miestach;S31-06;Infekčné artritídy
m0021;Artritída a polyartritída zapríčinená inými streptokokmi, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-06;Infekčné artritídy
m0022;Artritída a polyartritída zapríčinená inými streptokokmi, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-06;Infekčné artritídy
m0023;Artritída a polyartritída zapríčinená inými streptokokmi, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-06;Infekčné artritídy
m0024;Artritída a polyartritída zapríčinená inými streptokokmi, v oblasti ruky (prsty, zápästie, záprstie, kĺby medzi týmito kosťami);S31-06;Infekčné artritídy
m0025;Artritída a polyartritída zapríčinená inými streptokokmi, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedrový kĺb, sakroiliakálny kĺb);S31-06;Infekčné artritídy
m0026;Artritída a polyartritída zapríčinená inými streptokokmi, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S31-06;Infekčné artritídy
m0027;Artritída a polyartritída zapríčinená inými streptokokmi, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S31-06;Infekčné artritídy
m0028;Artritída a polyartritída zapríčinená inými streptokokmi, na inom mieste (hlava, krk, lebka, rebrá, trup, chrbtica);S31-06;Infekčné artritídy
m0029;Artritída a polyartritída zapríčinená inými streptokokmi, miesto bližšie neurčené;S31-06;Infekčné artritídy
m0080;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, na viacerých miestach;S31-06;Infekčné artritídy
m0081;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-06;Infekčné artritídy
m0082;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-06;Infekčné artritídy
m0083;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-06;Infekčné artritídy
m0084;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, v oblasti ruky (prsty, zápästie, záprstie, kĺby medzi týmito kosťami);S31-06;Infekčné artritídy
m0085;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedrový kĺb, sakroiliakálny kĺb);S31-06;Infekčné artritídy
m0086;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb), zapríčinená inými bližšie určenými baktériami;S31-06;Infekčné artritídy
m0087;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami: členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy),;S31-06;Infekčné artritídy
m0088;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S31-06;Infekčné artritídy
m0089;Artritída a polyartritída zapríčinená inými bližšie určenými baktériami, miesto bližšie neurčené;S31-06;Infekčné artritídy
m0090;Pyogénna artritída, bližšie neurčená, na viacerých miestach;S31-06;Infekčné artritídy
m0091;Pyogénna artritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-06;Infekčné artritídy
m0092;Pyogénna artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-06;Infekčné artritídy
m0093;Pyogénna artritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-06;Infekčné artritídy
m0094;Pyogénna artritída, bližšie neurčená, v oblasti ruky (prsty, zápästie, záprstie, kĺby medzi týmito kosťami);S31-06;Infekčné artritídy
m0095;Pyogénna artritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedrový kĺb, sakroiliakálny kĺb);S31-06;Infekčné artritídy
m0096;Pyogénna artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb);S31-06;Infekčné artritídy
m0097;Pyogénna artritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy);S31-06;Infekčné artritídy
m0098;Pyogénna artritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica);S31-06;Infekčné artritídy
m0099;Pyogénna artritída, bližšie neurčená, miesto bližšie neurčené;S31-06;Infekčné artritídy
m0200;Artritída po črevnom bajpase, na viacerých miestach;S31-07;Ochorenia kostí a určité artropatie
m0201;Artritída po črevnom bajpase, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb);S31-07;Ochorenia kostí a určité artropatie
m0202;Artritída po črevnom bajpase, v oblasti nadlaktia (ramenná kosť, lakťový kĺb);S31-07;Ochorenia kostí a určité artropatie
m0203;Artritída po črevnom bajpase, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb);S31-07;Ochorenia kostí a určité artropatie
m0204;Artritída po črevnom bajpase, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami);S31-07;Ochorenia kostí a určité artropatie
